seq,l3_link_id,from_node_id,to_node_id,mp_start,mp_end,length,tracks,free_speed,name
50,33251,33033,33034,64.331,67.480,3.1492,1.0,41.0,
51,33252,33034,35007,67.480,67.702,0.2215,1.0,41.0,
52,37231,35007,34420,67.702,72.597,4.8951,1.0,41.0,
53,36070,34420,32275,72.597,73.068,0.4711,1.0,41.0,
54,31685,32275,32276,73.068,74.034,0.9656,1.0,41.0,
55,31688,32276,35698,74.034,74.319,0.2859,1.0,41.0,
56,38687,35698,35699,74.319,76.145,1.8253,1.0,41.0,
57,38690,35699,36204,76.145,81.245,5.1007,1.0,41.0,
58,39667,36204,45932,81.245,82.168,0.9221,1.0,41.0,
59,60063,45932,45933,82.168,82.669,0.5013,1.0,41.0,
60,60064,45933,45934,82.669,85.571,2.9025,1.0,41.0,
61,60067,45934,52602,85.571,86.633,1.0612,1.0,41.0,
62,73376,52602,45935,86.633,87.307,0.6748,1.0,41.0,
63,60069,45935,45936,87.307,88.337,1.0299,1.0,41.0,
64,60070,45936,52151,88.337,88.959,0.6217,1.0,41.0,
65,72504,52151,46139,88.959,89.267,0.3085,1.0,41.0,
66,60472,46139,45937,89.267,89.732,0.4641,1.0,41.0,
67,60072,45937,45529,89.732,93.519,3.7875,1.0,41.0,
68,59247,45529,45528,93.519,94.329,0.8098,1.0,41.0,
69,59245,45528,53072,94.329,94.802,0.4734,1.0,41.0,
70,74312,53072,53071,94.802,95.092,0.2897,1.0,41.0,
71,74309,53071,45938,95.092,95.947,0.8552,1.0,41.0,
72,60075,45938,45939,95.947,99.968,4.0211,1.0,41.0,
73,60077,45939,45941,99.968,100.829,0.8609,1.0,41.0,
74,60080,45941,45940,100.829,101.466,0.6364,1.0,41.0,
75,60079,45940,45615,101.466,101.729,0.2634,1.0,41.0,
76,59413,45615,45616,101.729,102.222,0.4929,1.0,41.0,
77,59416,45616,45614,102.222,102.316,0.0937,1.0,41.0,
78,59411,45614,45613,102.316,102.470,0.1546,1.0,41.0,
79,59409,45613,45612,102.470,104.979,2.5083,1.0,41.0,
80,59408,45612,48348,104.979,106.577,1.5984,1.0,41.0,
81,64840,48348,49100,106.577,108.114,1.5370,1.0,41.0,
82,66315,49100,48962,108.114,108.222,0.1086,1.0,41.0,
83,66053,48962,48281,108.222,108.991,0.7682,1.0,41.0,
84,64696,48281,48282,108.991,113.585,4.5945,1.0,41.0,
85,64699,48282,48667,113.585,116.116,2.5304,1.0,41.0,
86,65482,48667,48393,116.116,116.853,0.7371,1.0,41.0,
87,64930,48393,48392,116.853,122.387,5.5339,1.0,41.0,
88,64929,48392,48398,122.387,129.228,6.8415,1.0,41.0,
89,64940,48398,48666,129.228,130.813,1.5846,1.0,41.0,
90,65480,48666,48665,130.813,137.487,6.6749,1.0,41.0,
91,65478,48665,48963,137.487,138.120,0.6330,1.0,41.0,
92,66055,48963,48830,138.120,139.516,1.3952,1.0,41.0,
93,65791,48830,48829,139.516,141.271,1.7550,1.0,41.0,
94,65790,48829,48664,141.271,144.057,2.7864,1.0,41.0,
95,65476,48664,48288,144.057,147.789,3.7320,1.0,41.0,
96,64712,48288,48287,147.789,152.740,4.9510,1.0,41.0,
97,64710,48287,48279,152.740,154.426,1.6863,1.0,41.0,
98,64693,48279,48280,154.426,161.741,7.3152,1.0,41.0,
99,64694,48280,48397,161.741,163.397,1.6554,1.0,41.0,
100,64938,48397,48479,163.397,164.538,1.1413,1.0,41.0,
101,65107,48479,48480,164.538,170.693,6.1546,1.0,41.0,
102,65109,48480,48617,170.693,172.341,1.6484,1.0,41.0,
103,65381,48617,48618,172.341,178.624,6.2832,1.0,41.0,
104,65383,48618,48532,178.624,179.023,0.3987,1.0,41.0,
105,65214,48532,48533,179.023,183.629,4.6056,1.0,41.0,
106,65215,48533,52984,183.629,185.009,1.3801,1.0,41.0,
107,74111,52984,48531,185.009,186.886,1.8775,1.0,41.0,
108,65211,48531,48529,186.886,188.056,1.1700,1.0,41.0,
109,65207,48529,48530,188.056,189.525,1.4687,1.0,41.0,
110,65210,48530,48419,189.525,189.846,0.3213,1.0,41.0,
111,64983,48419,48418,189.846,191.418,1.5717,1.0,41.0,
112,64981,48418,48413,191.418,192.946,1.5283,1.0,41.0,
113,64971,48413,48412,192.946,197.861,4.9151,1.0,41.0,
114,64969,48412,48856,197.861,205.286,7.4244,1.0,41.0,
115,65840,48856,48528,205.286,205.412,0.1261,1.0,41.0,
116,65206,48528,48526,205.412,207.139,1.7273,1.0,41.0,
117,65201,48526,48527,207.139,208.583,1.4436,1.0,41.0,
118,65204,48527,45297,208.583,209.176,0.5934,1.0,41.0,
119,58761,45297,52757,209.176,209.432,0.2556,1.0,41.0,
120,73670,52757,52758,209.432,209.592,0.1604,1.0,41.0,
121,73673,52758,10550,209.592,209.817,0.2246,2.0,41.0,
